"Index","E_ARS","E_AUD","E_AUT","E_BEF","E_BRL","E_CAD","E_CHF","E_CNY","E_CZK","E_DEM","E_DKK","E_ESP","E_FKK","E_FRA","E_GBP","E_GRD","E_HKD","E_HUF","E_IDR","E_ILS","E_INR","E_IRE","E_ITL","E_JPY","E_KRW","E_MXN","E_MYR","E_NOK","E_NTH","E_NZD","E_PHP","E_PLN","E_RUB","E_SEK","E_SGD","E_SKK","E_THB","E_TRY","E_TWD","E_USD","E_ZAR","EURSTOXX50"
1976-01-31,null,null,null,0.0605,null,null,0.015,null,null,0.0393,null,null,null,0.0636,0.0953,null,null,null,null,null,null,null,0.0825,0.0568,null,null,null,0.032,0.0454,null,null,null,null,null,null,null,null,null,null,0.0516,null,0.0535736909517068
1976-02-29,null,null,null,0.063,null,null,0.015,null,null,0.0372,null,null,null,0.072,0.0881,null,null,null,null,null,null,null,0.0939,0.0568,null,null,null,0.044,0.0286,null,null,null,null,null,null,null,null,null,null,0.0517,null,0.051128619522064
1976-03-31,null,null,null,0.0773,null,null,0.0125,null,null,0.0374,null,null,null,0.0763,0.0863,null,null,null,null,null,null,null,0.1482,0.0568,null,null,null,0.053,0.0255,null,null,null,null,null,null,null,null,null,null,0.0533,null,0.0580736545215506
1976-04-30,null,null,null,0.0916,null,null,0.01,null,null,0.0362,null,null,null,0.0754,0.0994,null,null,null,null,null,null,null,0.1706,0.0568,null,null,null,0.073,0.0297,null,null,null,null,null,null,null,null,null,null,0.0512,null,0.0638581048876982
1976-05-31,null,null,null,0.0948,null,null,0.01,null,null,0.0377,null,null,null,0.0754,0.1147,null,null,null,null,null,null,null,0.1721,0.0568,null,null,null,0.073,0.0362,null,null,null,null,null,null,null,null,null,null,0.0555,null,0.0669609370222688
1976-06-30,null,null,null,0.0941,null,null,0.01,null,null,0.0414,null,null,null,0.0763,0.1128,null,null,null,null,null,null,null,0.1967,0.0568,null,null,null,0.071,0.0568,null,null,null,null,null,null,null,null,null,null,0.0584,null,0.0753062042892399
1976-07-31,null,null,null,0.0923,null,null,0.01,null,null,0.0447,null,null,null,0.0829,0.1122,null,null,null,null,null,null,null,0.18,0.0568,null,null,null,0.073,0.0694,null,null,null,null,null,null,null,null,null,null,0.0553,null,0.0793812657128485
1976-08-31,null,null,null,0.1088,null,null,0.01,null,null,0.0456,null,null,null,0.0942,0.1122,null,null,null,null,null,null,null,0.1654,0.0568,null,null,null,0.08,0.0927,null,null,null,null,null,null,null,null,null,null,0.0537,null,0.09161178805437
1976-09-30,null,null,null,0.1219,null,null,0.01,null,null,0.0456,null,null,null,0.0925,0.1263,null,null,null,null,null,null,null,0.1611,0.0568,null,null,null,0.092,0.0943,null,null,null,null,null,null,null,null,null,null,0.0532,null,0.0947469520679522
1976-10-31,null,null,null,0.1345,null,null,0.01,null,null,0.0485,null,null,null,0.1074,0.1525,null,null,null,null,null,null,null,0.1726,0.0568,null,null,null,0.11,0.0856,null,null,null,null,null,null,null,null,null,null,0.0513,null,0.0994366376609936
1976-11-30,null,null,null,0.1248,null,null,0.015,null,null,0.0469,null,null,null,0.1068,0.1484,null,null,null,null,null,null,null,0.1706,0.0568,null,null,null,0.093,0.0731,null,null,null,null,null,null,null,null,null,null,0.0501,null,0.0928067754321718
1976-12-31,null,null,null,0.1077,null,null,0.015,null,null,0.0493,null,null,null,0.1044,0.1438,null,null,null,null,null,null,null,0.1676,0.0568,null,null,null,0.097,0.0561,null,null,null,null,null,null,null,null,null,null,0.0466,null,0.0834805916684262
1977-01-31,null,null,null,0.0865,null,null,0.0125,null,null,0.0478,null,0.1425,null,0.0994,0.1275,null,null,null,null,null,null,null,0.1567,0.0568,null,null,null,0.069,0.0534,null,null,null,null,null,null,null,null,null,null,0.0482,null,0.079109970915463
1977-02-28,null,null,null,0.0786,null,null,0.0125,null,null,0.0471,null,0.1338,null,0.0983,0.1144,null,null,null,null,null,null,null,0.1557,0.0568,null,null,null,0.075,0.054,null,null,null,null,null,null,null,null,null,null,0.0465,null,0.0765554360715929
1977-03-31,null,null,null,0.0726,null,null,0.0175,null,null,0.0473,null,0.1334,null,0.0973,0.0984,null,null,null,null,null,null,null,0.165,0.0555,null,null,null,0.081,0.052,null,null,null,null,null,null,null,null,null,null,0.0483,null,0.0749983248490927
1977-04-30,null,null,null,0.0725,null,null,0.02,null,null,0.0462,null,0.1325,null,0.0922,0.0839,null,null,null,null,null,null,null,0.1626,0.0491,null,null,null,0.088,0.0446,null,null,null,null,null,null,null,null,null,null,0.0481,null,0.0716329413555976
1977-05-31,null,null,null,0.0702,null,null,0.035,null,null,0.0444,null,0.1388,null,0.0907,0.0781,null,null,null,null,null,null,null,0.1516,0.0491,null,null,null,0.094,0.0239,null,null,null,null,null,null,null,null,null,null,0.052,null,0.0644423025299372
1977-06-30,null,null,null,0.0694,null,null,0.0325,null,null,0.0428,null,0.1334,null,0.0892,0.0794,null,null,null,null,null,null,null,0.1427,0.0491,null,null,null,0.117,0.0218,null,null,null,null,null,null,null,null,null,null,0.0542,null,0.0622648632516507
1977-07-31,null,null,null,0.0673,null,null,0.025,null,null,0.0429,null,0.1548,null,0.0867,0.0772,null,null,null,null,null,null,null,0.1344,0.0491,null,null,null,0.121,0.0245,null,null,null,null,null,null,null,null,null,null,0.0546,null,0.0627551961016515
1977-08-31,null,null,null,0.0632,null,null,0.0225,null,null,0.0412,null,0.1696,null,0.0852,0.0669,null,null,null,null,null,null,null,0.1341,0.0491,null,null,null,0.122,0.0266,null,null,null,null,null,null,null,null,null,null,0.0591,null,0.0625483839513604
1977-09-30,null,null,null,0.0625,null,null,0.0225,null,null,0.0415,null,0.175,null,0.083,0.0584,null,null,null,null,null,null,null,0.1225,0.0415,null,null,null,0.093,0.0349,null,null,null,null,null,null,null,null,null,null,0.0618,null,0.0639405441965448
1977-10-31,null,null,null,0.0625,null,null,0.0175,null,null,0.0413,null,0.2088,null,0.0836,0.051,null,null,null,null,null,null,null,0.1208,0.0415,null,null,null,0.094,0.0391,null,null,null,null,null,null,null,null,null,null,0.0624,null,0.0668852936585941
1977-11-30,null,null,null,0.0609,null,null,0.0175,null,null,0.0415,null,0.1798,null,0.0897,0.0533,null,null,null,null,null,null,null,0.119,0.0415,null,null,null,0.092,0.0441,null,null,null,null,null,null,null,null,null,null,0.0668,null,0.067315138680224
1977-12-31,null,null,null,0.0837,null,null,0.0112,null,null,0.0398,null,0.1605,null,0.093,0.0683,null,null,null,null,null,null,null,0.1191,0.0415,null,null,null,0.134,0.045,null,null,null,null,null,null,null,null,null,null,0.0672,null,0.0721214284603341
1978-01-31,null,null,null,0.0831,null,null,0.01,null,null,0.0358,null,0.1335,null,0.0888,0.0626,null,null,null,null,null,null,null,0.114,0.0415,null,null,null,0.111,0.0419,null,null,null,null,null,null,null,null,null,null,0.0671,null,0.067825602551166
1978-02-28,null,null,null,0.0675,null,null,0.005,null,null,0.0346,null,0.0954,null,0.1018,0.0687,null,null,null,null,null,null,null,0.1134,0.0415,null,null,null,0.12,0.0448,null,null,null,null,null,null,null,null,null,null,0.0689,null,0.0648866980605397
1978-03-31,null,null,null,0.0643,null,null,0.005,null,null,0.0351,null,0.0878,null,0.0996,0.0682,null,null,null,null,null,null,null,0.1175,0.0339,null,null,null,0.112,0.0457,null,null,null,null,null,null,null,null,null,null,0.0685,null,0.0639360626293033
1978-04-30,null,null,null,0.0565,null,null,0.005,null,null,0.0356,null,0.1084,null,0.0847,0.0762,null,null,null,null,null,null,null,0.1173,0.0339,null,null,null,0.129,0.0406,null,null,null,null,null,null,null,null,null,null,0.0704,null,0.0593016856425148
1978-05-31,null,null,null,0.056,null,null,0.01,null,null,0.036,null,0.1365,null,0.0808,0.093,null,null,null,null,null,null,null,0.1172,0.0339,null,null,null,0.111,0.0382,null,null,null,null,null,null,null,null,null,null,0.0742,null,0.0594351913892962
1978-06-30,null,null,null,0.0573,null,null,0.01,null,null,0.0368,null,0.166,null,0.0776,0.1004,null,null,null,null,null,null,null,0.1175,0.0339,null,null,null,0.115,0.0376,null,null,null,null,null,null,null,null,null,null,0.0782,null,0.0607899569939593
1978-07-31,null,null,null,0.0597,null,null,0.0125,null,null,0.0375,null,0.215,null,0.0743,0.1018,null,null,null,null,null,null,null,0.1175,0.0339,null,null,null,0.078,0.0396,null,null,null,null,null,null,null,null,null,null,0.0811,null,0.0641174092196263
1978-08-31,null,null,null,0.0705,null,null,0.005,null,null,0.037,null,0.2612,null,0.0725,0.0945,null,null,null,null,null,null,null,0.1173,0.0339,null,null,null,0.062,0.0507,null,null,null,null,null,null,null,null,null,null,0.0805,null,0.0717847785738726
1978-09-30,null,null,null,0.0717,null,null,0.005,null,null,0.037,null,0.2434,null,0.072,0.0937,null,null,null,null,null,null,null,0.1115,0.0339,null,null,null,0.066,0.0568,null,null,null,null,null,null,null,null,null,null,0.0861,null,0.0723499510891898
1978-10-31,null,null,null,0.0868,null,null,0.005,null,null,0.0395,null,0.2255,null,0.0699,0.1057,null,null,null,null,null,null,null,0.1108,0.0339,null,null,null,0.088,0.0932,null,null,null,null,null,null,null,null,null,null,0.0914,null,0.0850585653402037
1978-11-30,null,null,null,0.0913,null,null,0.0013,null,null,0.0385,null,0.26,null,0.0689,0.1207,null,null,null,null,null,null,null,0.1127,0.0339,null,null,null,0.059,0.0793,null,null,null,null,null,null,null,null,null,null,0.1072,null,0.0838889255284141
1978-12-31,null,null,null,0.0917,null,null,0.0013,null,null,0.0406,null,0.1781,null,0.0667,0.1236,null,null,null,null,null,null,null,0.1131,0.0339,null,null,null,0.072,0.0939,null,null,null,null,null,null,null,null,null,null,0.1072,null,0.0836457081548578
1979-01-31,null,null,null,0.0895,null,null,0.0013,null,null,0.0389,null,0.1307,null,0.0664,0.127,null,null,null,null,null,null,null,0.1127,0.0339,null,null,null,0.058,0.0778,null,null,null,null,null,null,null,null,null,null,0.1051,null,0.0757140295713257
1979-02-28,null,null,null,0.0835,null,null,0.0013,null,null,0.0415,null,0.1459,null,0.0668,0.1332,null,null,null,null,null,null,null,0.1141,0.0339,null,null,null,0.051,0.0648,null,null,null,null,null,null,null,null,null,null,0.1018,null,0.0722178380657896
1979-03-31,null,null,null,0.079,null,null,0.0013,null,null,0.0447,null,0.1383,null,0.0677,0.1206,null,null,null,null,null,null,null,0.1141,0.0339,null,null,null,0.059,0.0651,null,null,null,null,null,null,null,null,null,null,0.1002,null,0.0716313259481876
1979-04-30,null,null,null,0.079,null,null,0.005,null,null,0.0554,null,0.121,null,0.0682,0.1169,null,null,null,null,null,null,null,0.1143,0.0415,null,null,null,0.086,0.063,null,null,null,null,null,null,null,null,null,null,0.1005,null,0.0723660708643284
1979-05-31,null,null,null,0.0836,null,null,0.015,null,null,0.0592,null,0.1888,null,0.072,0.1182,null,null,null,null,null,null,null,0.1137,0.0415,null,null,null,0.079,0.0673,null,null,null,null,null,null,null,null,null,null,0.1015,null,0.0796832214637825
1979-06-30,null,null,null,0.096,null,null,0.01,null,null,0.0646,null,0.1863,null,0.0801,0.1312,null,null,null,null,null,null,null,0.1124,0.0415,null,null,null,0.093,0.0763,null,null,null,null,null,null,null,null,null,null,0.0995,null,0.0873611488132887
1979-07-31,null,null,null,0.117,null,null,0.0075,null,null,0.0684,null,0.1784,null,0.0934,0.1398,null,null,null,null,null,null,null,0.1127,0.0415,null,null,null,0.083,0.0864,null,null,null,null,null,null,null,null,null,null,0.101,null,0.0977537751914548
1979-08-31,null,null,null,0.12,null,null,0.0125,null,null,0.0709,null,0.1569,null,0.1044,0.1412,null,null,null,null,null,null,null,0.1129,0.0517,null,null,null,0.089,0.0892,null,null,null,null,null,null,null,null,null,null,0.1069,null,0.100500062744997
1979-09-30,null,null,null,0.1222,null,null,0.015,null,null,0.0789,null,0.1677,null,0.11,0.1417,null,null,null,null,null,null,null,0.1131,0.0517,null,null,null,0.084,0.0921,null,null,null,null,null,null,null,null,null,null,0.1189,null,0.104993882437786
1979-10-31,null,null,null,0.1344,null,null,0.025,null,null,0.0876,null,0.144,null,0.1147,0.1422,null,null,null,null,null,null,null,0.1223,0.0517,null,null,null,0.099,0.0947,null,null,null,null,null,null,null,null,null,null,0.1366,null,0.110419306413333
1979-11-30,null,null,null,0.142,null,null,0.0375,null,null,0.0965,null,0.1448,null,0.1195,0.1624,null,null,null,null,null,null,null,0.1256,0.0517,null,null,null,0.114,0.1103,null,null,null,null,null,null,null,null,null,null,0.139,null,0.119370734977355
1979-12-31,null,null,null,0.1435,null,null,0.0442,null,null,0.0958,null,0.1596,null,0.1217,0.1682,null,null,null,null,null,null,null,0.1552,0.0568,null,null,null,0.112,0.138,null,null,null,null,null,null,null,null,null,null,0.1343,null,0.1301827427245
1980-01-31,null,null,null,0.144,null,null,0.05,null,null,0.0886,null,0.1549,null,0.1199,0.1717,null,null,null,null,null,null,null,0.1643,0.0568,null,null,null,0.099,0.1116,null,null,null,null,null,null,null,null,null,null,0.1339,null,0.121560411931345
1980-02-29,null,null,null,0.1455,null,null,0.05,null,null,0.0897,null,0.1434,null,0.1218,0.1778,null,null,null,null,null,null,null,0.172,0.0568,null,null,null,0.095,0.113,null,null,null,null,null,null,null,null,null,null,0.143,null,0.1226937908511
1980-03-31,null,null,null,0.1635,null,null,0.0575,null,null,0.0964,null,0.1711,null,0.1296,0.1811,null,null,null,null,null,null,null,0.1732,0.0568,null,null,null,0.128,0.1088,null,null,null,null,null,null,null,null,null,null,0.1757,null,0.130041357507598
1980-04-30,null,null,null,0.1736,null,null,0.055,null,null,0.1022,null,0.1791,null,0.124,0.1764,null,null,null,null,null,null,null,0.1681,0.0683,null,null,null,0.139,0.1011,null,null,null,null,null,null,null,null,null,null,0.1614,null,0.130608039231791
1980-05-31,null,null,null,0.161,null,null,0.0508,null,null,0.1026,null,0.1873,null,0.1262,0.1706,null,null,null,null,null,null,null,0.1673,0.0683,null,null,null,0.133,0.1048,null,null,null,null,null,null,null,null,null,null,0.0979,null,0.129523217763751
1980-06-30,null,null,null,0.1468,null,null,0.0475,null,null,0.1011,null,0.1802,null,0.1243,0.1677,null,null,null,null,null,null,null,0.1691,0.0683,null,null,null,0.096,0.1011,null,null,null,null,null,null,null,null,null,null,0.0849,null,0.124257525770608
1980-07-31,null,null,null,0.133,null,null,0.0475,null,null,0.097,null,0.1593,null,0.1204,0.1588,null,null,null,null,null,null,null,0.1696,0.0683,null,null,null,0.091,0.0978,null,null,null,null,null,null,null,null,null,null,0.0865,null,0.117501952939751
1980-08-31,null,null,null,0.1253,null,null,0.0475,null,null,0.0898,null,0.1555,null,0.1132,0.1653,null,null,null,null,null,null,null,0.17,0.0683,null,null,null,0.114,0.0967,null,null,null,null,null,null,null,null,null,null,0.0991,null,0.11250703963672
1980-09-30,null,null,null,0.1235,null,null,0.05,null,null,0.0897,null,0.1532,null,0.1137,0.16,null,null,null,null,null,null,null,0.1705,0.0644,null,null,null,0.118,0.101,null,null,null,null,null,null,null,null,null,null,0.1129,null,0.113241708874126
1980-10-31,null,null,null,0.1225,null,null,0.0475,null,null,0.0908,null,0.1578,null,0.1122,0.1599,null,null,null,null,null,null,null,0.1805,0.0644,null,null,null,0.101,0.0929,null,null,null,null,null,null,null,null,null,null,0.1294,null,0.111585106378624
1980-11-30,null,null,null,0.124,null,null,0.0475,null,null,0.0945,null,0.1632,null,0.1074,0.1584,null,null,null,null,null,null,null,0.1742,0.0593,null,null,null,0.115,0.0921,null,null,null,null,null,null,null,null,null,null,0.1568,null,0.111536040295413
1980-12-31,null,null,null,0.1275,null,null,0.0575,null,null,0.102,null,0.1774,null,0.1088,0.1473,null,null,null,null,null,null,null,0.1786,0.0593,null,null,null,0.11,0.0941,null,null,null,null,null,null,null,null,null,null,0.1865,null,0.115692159808603
1981-01-31,null,null,null,0.1241,null,null,0.05,null,null,0.0947,null,0.1764,null,0.1074,0.1428,null,null,null,null,null,null,null,0.1731,0.0593,null,null,null,0.11,0.0877,null,null,null,null,null,null,null,null,null,null,0.1719,null,0.111033788938326
1981-02-28,null,null,null,0.1257,null,null,0.065,null,null,0.1067,null,0.1594,null,0.1091,0.1304,null,null,null,null,null,null,null,0.1732,0.0593,null,null,null,0.125,0.0899,null,null,null,null,null,null,null,null,null,null,0.1614,null,0.113809989306473
1981-03-31,null,null,null,0.1397,null,null,0.07,null,null,0.136,null,0.1482,null,0.1172,0.1265,null,null,null,null,null,null,null,0.1761,0.0593,null,null,null,0.105,0.0997,null,null,null,null,null,null,null,null,null,null,0.1443,null,0.126667073556401
1981-04-30,null,null,null,0.1718,null,null,0.08,null,null,0.1319,null,0.1478,null,0.1223,0.1233,null,null,null,null,null,null,null,0.1944,0.0568,null,null,null,0.115,0.098,null,null,null,null,null,null,null,null,null,null,0.1508,null,0.134892872105531
1981-05-31,null,null,null,0.169,null,null,0.09,null,null,0.132,null,0.1668,null,0.1603,0.1241,null,null,null,null,null,null,null,0.1954,0.0568,null,null,null,0.118,0.1084,null,null,null,null,null,null,null,null,null,null,0.1827,null,0.144827109863639
1981-06-30,null,0.1315,null,0.1553,null,null,0.09,null,null,0.1309,null,0.1721,null,0.1993,0.1267,null,null,null,null,null,null,null,0.197,0.0568,null,null,null,0.123,0.1096,null,null,null,null,null,null,null,null,null,null,0.169,null,0.148892642790915
1981-07-31,null,0.142,null,0.1617,null,null,0.085,null,null,0.1296,null,0.1666,null,0.1849,0.1379,null,null,null,null,null,null,null,0.1984,0.0568,null,null,null,0.119,0.1128,null,null,null,null,null,null,null,null,null,null,0.1776,null,0.148296922630056
1981-08-31,null,0.15,null,0.1579,null,null,0.085,null,null,0.129,null,0.1643,null,0.175,0.1418,null,null,null,null,null,null,null,0.1996,0.0568,null,null,null,0.125,0.1263,null,null,null,null,null,null,null,null,null,null,0.1796,null,0.149226544503789
1981-09-30,null,0.15,null,0.1575,null,null,0.0975,null,null,0.125,null,0.1621,null,0.1778,0.1478,null,null,null,null,null,null,null,0.2004,0.0568,null,null,null,0.107,0.1205,null,null,null,null,null,null,null,null,null,null,0.1684,null,0.147148153176924
1981-10-31,null,0.15,null,0.1573,null,null,0.0975,null,null,0.1178,null,0.1555,null,0.1709,0.1633,null,null,null,null,null,null,null,0.2004,0.0568,null,null,null,0.113,0.1168,null,null,null,null,null,null,null,null,null,null,0.1539,null,0.143077187329631
1981-11-30,null,0.15,null,0.153,null,null,0.0875,null,null,0.1108,null,0.1609,null,0.1572,0.1506,null,null,null,null,null,null,null,0.2023,0.0568,null,null,null,0.136,0.108,null,null,null,null,null,null,null,null,null,null,0.1248,null,0.136254842224777
1981-12-31,null,0.15,null,0.1552,null,null,0.0875,null,null,0.1082,null,0.161,null,0.1546,0.1544,null,null,null,null,null,null,null,0.2066,0.0542,null,null,null,0.186,0.1008,null,null,null,null,null,null,null,null,null,null,0.1249,null,0.134077512214742
1982-01-31,null,0.1515,null,0.1517,null,null,0.075,null,null,0.1046,null,0.1576,null,0.1525,0.1513,null,null,null,null,null,null,null,0.2046,0.0542,null,null,null,0.112,0.0957,null,null,null,null,null,null,null,null,null,null,0.1351,null,0.130456218685485
1982-02-28,null,0.16,null,0.1488,null,null,0.08,null,null,0.1027,null,0.1519,null,0.1456,0.1448,null,null,null,null,null,null,null,0.2044,0.0542,null,null,null,0.124,0.0911,null,null,null,null,null,null,null,null,null,null,0.15,null,0.126603192422904
1982-03-31,null,0.163,null,0.1398,null,null,0.05,null,null,0.0987,null,0.1464,null,0.1572,0.1357,null,null,null,null,null,null,null,0.2032,0.0542,null,null,null,0.142,0.0803,null,null,null,null,null,null,null,null,null,null,0.1421,null,0.122359126306949
1982-04-30,null,0.163,null,0.1496,null,null,0.0375,null,null,0.0933,null,0.1551,null,0.1681,0.1377,null,null,null,null,null,null,null,0.2037,0.0542,null,null,null,0.285,0.0762,null,null,null,null,null,null,null,null,null,null,0.1444,null,0.124848177707367
1982-05-31,null,0.164,null,0.15,null,null,0.0325,null,null,0.0918,null,0.1605,null,0.1641,0.1335,null,null,null,null,null,null,null,0.205,0.0542,null,null,null,0.217,0.0826,null,null,null,null,null,null,null,null,null,null,0.138,null,0.126077815816487
1982-06-30,null,0.164,null,0.1538,null,null,0.0475,null,null,0.0928,null,0.1773,null,0.1597,0.13,null,null,null,null,null,null,null,0.2051,0.0542,null,null,null,0.125,0.0839,null,null,null,null,null,null,null,null,null,null,0.1446,null,0.127677165486895
1982-07-31,null,0.164,null,0.1524,null,null,0.035,null,null,0.0946,null,0.1745,null,0.1505,0.1237,null,null,null,null,null,null,null,0.2024,0.0542,null,null,null,0.204,0.0863,null,null,null,null,null,null,null,null,null,null,0.1344,null,0.12645408033488
1982-08-31,null,0.161,null,0.1399,null,null,0.035,null,null,0.09,null,0.1585,null,0.1458,0.1111,null,null,null,null,null,null,null,0.1996,0.0542,null,null,null,0.124,0.085,null,null,null,null,null,null,null,null,null,null,0.1061,null,0.120381301881613
1982-09-30,null,0.14,null,0.1306,null,null,0.0325,null,null,0.0818,null,0.1515,null,0.1411,0.1089,null,null,null,null,null,null,null,0.1909,0.0542,null,null,null,0.111,0.0773,null,null,null,null,null,null,null,null,null,null,0.1066,null,0.112704869060918
1982-10-31,null,0.137,null,0.1275,null,null,0.03,null,null,0.0758,null,0.1711,null,0.1391,0.0979,null,null,null,null,null,null,null,0.1877,0.0542,null,null,null,0.179,0.0703,null,null,null,null,null,null,null,null,null,null,0.0951,null,0.109359367027265
1982-11-30,null,0.144,null,0.1253,null,null,0.03,null,null,0.0731,null,0.1796,null,0.1318,0.0939,null,null,null,null,null,null,null,0.1892,0.0542,null,null,null,0.135,0.0622,null,null,null,null,null,null,null,null,null,null,0.0895,null,0.105345451362872
1982-12-31,null,0.13,null,0.1225,null,null,0.03,null,null,0.0662,null,0.1699,null,0.1288,0.1062,null,null,null,null,null,null,null,0.1905,0.0542,null,null,null,0.116,0.0555,null,null,null,null,null,null,null,null,null,null,0.0866,null,0.100487027802624
1983-01-31,null,0.133,null,0.1225,null,null,0.02,null,null,0.0582,null,0.1678,null,0.1271,0.1122,null,null,null,null,null,null,null,0.1907,0.0542,null,null,null,0.13,0.0492,null,null,null,null,null,null,null,null,null,null,0.0836,null,0.0967469584979838
1983-02-28,null,0.1475,null,0.1225,null,null,0.02,null,null,0.0583,null,0.1698,null,0.1277,0.1135,null,null,null,null,null,null,null,0.1913,0.0542,null,null,null,0.119,0.0474,null,null,null,null,null,null,null,null,null,null,0.0854,null,0.0965197110428467
1983-03-31,null,0.151,null,0.1352,null,null,0.0275,null,null,0.0545,null,0.1663,null,0.1284,0.1098,null,null,null,null,null,null,null,0.1913,0.0542,null,null,null,0.127,0.042,null,null,null,null,null,null,null,null,null,null,0.0869,null,0.0971876792645997
1983-04-30,null,0.138,null,0.1108,null,null,0.035,null,null,0.052,null,0.1825,null,0.1255,0.1027,null,null,null,null,null,null,null,0.187,0.0542,null,null,null,0.129,0.0506,null,null,null,null,null,null,null,null,null,null,0.0863,null,0.0934288817310688
1983-05-31,null,0.148,null,0.1006,null,null,0.0375,null,null,0.0533,null,0.2124,null,0.1246,0.1027,null,null,null,null,null,null,null,0.1816,0.0542,null,null,null,0.147,0.0561,null,null,null,null,null,null,null,null,null,null,0.0849,null,0.0939397839028998
1983-06-30,null,0.15,null,0.0974,null,null,0.0425,null,null,0.0557,null,0.2104,null,0.1261,0.0995,null,null,null,null,null,null,null,0.1803,0.0542,null,null,null,0.111,0.0578,null,null,null,null,null,null,null,null,null,null,0.092,null,0.0942127227044936
1983-07-31,null,0.1475,null,0.0925,null,null,0.04,null,null,0.0557,null,0.2239,null,0.1241,0.0991,null,null,null,null,null,null,null,0.179,0.0542,null,null,null,0.119,0.0533,null,null,null,null,0.1139,null,null,null,null,null,0.095,null,0.0921228056577733
1983-08-31,null,0.1495,null,0.0925,null,null,0.0383,null,null,0.0571,null,0.2341,null,0.1254,0.0989,null,null,null,null,null,null,null,0.1787,0.0542,null,null,null,0.131,0.0601,null,null,null,null,0.1131,null,null,null,null,null,0.0977,null,0.0950370961549691
1983-09-30,null,0.143,null,0.0925,null,null,0.0375,null,null,0.0588,null,0.2235,null,0.1256,0.097,null,null,null,null,null,null,null,0.1782,0.0542,null,null,null,0.116,0.0602,null,null,null,null,0.1165,null,null,null,null,null,0.0939,null,0.0948382574763277
1983-10-31,null,0.1395,null,0.0943,null,null,0.035,null,null,0.0618,null,0.2183,null,0.1236,0.0939,null,null,null,null,null,null,null,0.1783,0.0491,null,null,null,0.126,0.0589,null,null,null,null,0.1225,null,null,null,null,null,0.0918,null,0.094882426038942
1983-11-30,null,0.136,null,0.0977,null,null,0.035,null,null,0.063,null,0.2069,null,0.1237,0.0931,null,null,null,null,null,null,null,0.1801,0.0491,null,null,null,0.126,0.0598,null,null,null,null,0.1222,null,null,null,null,null,0.0936,null,0.0956810853370166
1983-12-31,null,0.137,null,0.1084,null,null,0.035,null,null,0.0648,null,0.19,null,0.1227,0.0943,null,null,null,null,null,null,null,0.1803,0.0491,null,null,null,0.123,0.0606,null,null,null,null,0.1179,null,null,null,null,null,0.0969,null,0.097704039337116
1984-01-31,null,0.1385,null,0.1085,null,null,0.0325,null,null,0.0612,null,0.1841,null,0.1239,0.0947,null,null,null,null,null,null,null,0.1806,0.0491,null,null,null,0.128,0.0584,null,null,null,null,0.1125,null,null,null,null,null,0.0942,null,0.0963068954692081
1984-02-29,null,0.1425,null,0.1142,null,null,0.03,null,null,0.0595,null,0.1846,null,0.123,0.0939,null,null,null,null,null,null,null,0.1773,0.0491,null,null,null,0.122,0.0586,null,null,null,null,0.11,null,null,null,null,null,0.0954,null,0.0970322279945012
1984-03-31,null,0.1445,null,0.1225,null,null,0.03,null,null,0.0586,null,0.1714,null,0.1248,0.0895,null,null,null,null,null,null,null,0.1742,0.0491,null,null,null,0.135,0.0598,null,null,null,null,0.1075,null,null,null,null,null,0.1008,null,0.0985476640688228
1984-04-30,null,0.142,null,0.119,null,null,0.03,null,null,0.0584,null,0.1621,null,0.1215,0.089,null,null,null,null,null,null,null,0.1735,0.0491,null,null,null,0.127,0.0592,null,null,null,null,0.1063,null,null,null,null,null,0.1041,null,0.0963998327072932
1984-05-31,null,0.143,null,0.1175,null,null,0.0325,null,null,0.061,null,0.1541,null,0.1204,0.0939,null,null,null,null,null,null,null,0.171,0.0491,null,null,null,0.133,0.0592,null,null,null,null,0.11,null,null,null,null,null,0.1111,null,0.0957948632052639
1984-06-30,null,0.1415,null,0.1175,null,null,0.0325,null,null,0.0613,null,0.1441,null,0.1211,0.0945,null,null,null,null,null,null,null,0.1687,0.0491,null,null,null,0.122,0.0599,null,null,null,null,0.118,null,null,null,null,null,0.1134,null,0.0954912720194148
1984-07-31,null,0.1385,null,0.1175,null,null,0.0425,null,null,0.0613,null,0.1365,null,0.1145,0.1148,null,null,null,null,null,null,null,0.1679,0.0491,null,null,null,0.12,0.0627,null,null,null,null,0.1351,null,null,null,null,null,0.1156,null,0.094654390376208
1984-08-31,null,0.1325,null,0.116,null,null,0.0425,null,null,0.0602,null,0.1375,null,0.1131,0.1106,null,null,null,null,null,null,null,0.1672,0.0491,null,null,null,0.127,0.0616,null,null,null,null,0.1357,null,null,null,null,null,0.1147,null,0.0935455940023477
1984-09-30,null,0.135,null,0.1117,null,null,0.0475,null,null,0.0582,null,0.1311,null,0.1136,0.1083,null,null,null,null,null,null,null,0.172,0.0491,null,null,null,0.122,0.0614,null,null,null,null,0.1343,null,null,null,null,null,0.1129,null,0.0921085478905729
1984-10-31,null,0.1335,null,0.11,null,null,0.0475,null,null,0.0607,null,0.1307,null,0.1103,0.1066,null,null,null,null,null,null,null,0.173,0.0491,null,null,null,0.13,0.0609,null,null,null,null,0.1296,null,null,null,null,null,0.1038,null,0.0915368006982035
